References,Family,,ID Number,Name,Name UD,Illustration,CEFR level,Definition in Russian,Definition in English,Definition in Norwegian,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. type of construction,Synt. function of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type (only for Clause and Biclausal),Usage label,Anchor words,Common fillers,Comment,STRUCTURE in UD,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,,511,NP-Nom (как) давай VP-Inf,NP-Nom (как) давай VP-Inf,Он как давай петь.,,,,,,,,,,,Clause,Clause,,,Phase of action,Inchoative,Mirative,,,,,,,Assertive,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,Inchoative,,,,,,,,,,,,,,,,,,,,,
,,,512,NP-Nom до-Verb-ся (до NP-Gen),NP-Nom до-VP-ся (до NP-Gen),Евгения Борисовна без всякой причины дохохоталась до боли в животе.,,,,,,,,,,,Predicate Argument Construction,Affix,,,Degree of intensity,Maximizer,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,Maximizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,513,NP-Nom закатиться/залиться NP-Ins,закатиться/залиться NP-Ins,Она закатилась слезами.,,,,,,,,,,,Predicate Argument Construction,Verb,Verb,,Degree of intensity,Booster,Manner,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,Booster,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,514,(у NP-Gen) NP-Nom занять/занимать Num-Acc NP-Acc,(у NP-Gen) NP-Nom занять/занимать Num-Acc NP-Acc,У меня это заняло десять минут.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Time,Time period,Measure,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,Time period,,,,
,,,515,NP-Nom знать толк в NP-Loc,NP-Nom знать толк в NP-Loc,Он знает толк в настольных играх.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Assessment,Positive,,,,,,,,,Colloquial,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,516,NP-Nom и так Verb-Pst,NP-Nom и так V-Past,Мы и так задержались.,,,,,,,,,,,Clause,Adv,,,Discourse structure,Emphasis,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,Emphasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,517,NP и VP,NP и VP,"Меня пригласили, я и пришёл. ",,,,,,,,,,,Clause,Adv,,,Discourse structure,Emphasis,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,Emphasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,518,VP за NP-Ins,VP за NP-Ins,Она пошла за врачом.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Purpose,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,
,,,519,VP по NP-Acc,VP по NP-Acc,Родители пошли по грибы.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Purpose,,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,
,,,520,NP из Adj-Gen,NP из Adj-Gen,Человек из любопытных,,,,,,,,,,,Head + Modifier Construction,Adj; Nominal pattern,Prep,,Salient property,Belonging to a class,Subset,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belonging to a class,,,,Unspecified,,,,,,
,,,521,NP из-под NP-Gen,NP из-под NP-Gen,Коробка из-под торта,,,,,,,,,,,Head + Modifier Construction,Adj; Nominal pattern,Prep,,Salient property,Functionality,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Functionality,,,,,,,,,,
,,,522,NP-Nom иметь вес при/в NP-Loc,NP-Nom иметь вес при/в NP-Loc,Он имел большой вес в обществе.,,,,,,,,,,,Predicate Argument Construction,Verb,Verb pattern; Nominal pattern,,Salient property,Status,Temporary characteristics,Importance,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status,,,,,,,Importance,,,
,,,523,NP как таковой,NP как таковой,Обучение как таковое ,,,,,,,,,,,Head + Modifier Construction,Adj,,,Salient property,Essence,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essence,,,,,,,,,,
,,,524,(это Cop) Noun-Nom как ~Noun-Nom,(это Cop) Noun-Nom как Noun-Nom,Хлеб как хлеб.,,,,,,,,,,,Clause,Clause,Reduplication; Conj,,Assessment,Positive; Negative,Salient property,Paragon,,,,,,Assertive,Colloquial,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paragon,,,,,,,,,,
,,,525,NP-Nom как VP-Pfv.Fut!,NP-Nom как VP-Fut.Perf!,Вся волчья стая как набросится на меня!,,,,,,,,,,,Clause,Clause,,,Phase of action,Inchoative,Mirative,,,,,,,Exclamatory,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,Inchoative,,,,,,,,,,,,,,,,,,,,,
,,,527,NP-Nom Cop на носу,NP-Nom Cop на носу,Зима на носу.,,,,,,,,,,,Copula Construction,Praedicаtive Expression,Prep,,Timeline,Near future,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Near future,,
,,,528,"NP-Nom на то и ~NP-Nom, чтобы VP-Inf","NP-Nom на то и NP-Nom, чтобы VP-Inf","Муж на то и муж, чтобы работать.",,,,,,,,,,,Matrix + Subordinate Clause Construction,Matrix Predicate,Reduplication; Conj; Prep,,Salient property,Essence,Purpose,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,Essence,,,,,,,,,,
,,,529,NP-Nom на-Verb NP-Gen.Pl,NP-Nom на-VP NP-Gen.Plur,Он навёз домой много вещей.,,,,,,,,,,,Predicate Argument Construction,Affix,,,Degree of intensity,Booster,Aspectuality,Cumulative,,,,,,,Colloquial,,,,,Cumulative,,,,,,,,,,,,,,,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,530,на-Verb-ся (NP-Ins),на-VP-ся (NP-Ins),Земля напиталась водой.,,,,,,,,,,,Predicate Argument Construction,Affix,,,Result,subtype Result,Degree of intensity,Maximizer,Actionality,Saturative,,,,,NA,,,,,Saturative,,,,,,,,,,,,,,,,,Maximizer,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,
,,,531,NP-Nom над-VP-ся над NP-Ins,NP-Nom над-VP-ся над NP-Ins,Они надругались над законами экономики.,,,,,,,,,,,Predicate Argument Construction,Affix,,,Attitude,Disrespect,,,,,,,,,NA,,,,,,,,,,,Disrespect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,532,(ещё (и)) NP-Nom называется!,(ещё (и)) NP-Nom называется!,Молока не дает. Корова называется!,,,,,,,,,,,Clause,Clause,,,Assessment,Negative,Salient property,Matching the standard,,,,,,Exclamatory,Colloquial,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matching the standard,,,,,,,,,,
,,,533,NP-Nom начинать NP-Ins,NP-Nom начинать NP-Ins,Он начинал учителем.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Salient property,Status,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status,,,,,,,,,,
,,,534,NP-Nom Cop (не) в силах/состоянии VP-Inf,NP-Nom Cop (не) в силах/состоянии VP-Inf,Он не в силах помочь тебе в этой ситуации.,,,,,,,,,,,Copula Construction,Praedicаtive Expression,PP; Negation,,Temporary characteristics,Physical state,Root modality,Possibility,Salient property,Capacity for an activity,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capacity for an activity,,,,,,,Physical state,,,
,,,535,NP-Nom не выносить NP-Acc,NP-Nom не выносить NP-Acc,Она не выносит нецензурную речь.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Attitude,Preferences: Negative,Assessment,Negative,,,,,,,Colloquial,,,,,,,,,,Negative,Preferences: Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,536,NP-Nom не играть (никакой) роль,NP-Nom не играть (никакой) роль,Это обстоятельство не сыграло в его судьбе никакой роли.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Assessment,Positive; Negative,,,,,,,,,NA,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,537,NP-Nom Cop (NP-Nom) не из Adj-Gen.Pl,NP-Nom Cop (NP-Nom) не из Adj-Gen.Plur,Спа – это удовольствие не из дешёвых.,,,,,,,,,,,Copula Construction,Praedicаtive Expression,,,Subset,,Assessment,Negative,Salient property,Belonging to a class,,,,,NA,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belonging to a class,,,,Unspecified,,,,,,
,,,538,NP-Nom не иметь (Adj) значения,NP-Nom не иметь (Adj) значения,Деньги уже не имеют значения.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Assessment,Negative,,,,,,,,Assertive,NA,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,539,NP-Nom не преминуть VP-Inf,NP-Nom не преминуть VP-Inf,Он не преминул сделать замечания.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Result,subtype Result,,,,,,,,,Obsolete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,
,,,540,ни в какую не VP,ни в какую не VP,Студент ни в какую не соглашается с преподавателем.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP; Double Negation,Prep; Pron; Negation Marker,Degree of intensity,Minimizer: Absence,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,541,NP-Nom Cop ни при чём,NP-Nom Cop ни при чём,Мы тут были ни при чём.,,,,,,,,,,,Copula Construction,Praedicаtive Expression,,,Cause,,,,,,,,,,Colloquial,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,542,NP-Nom обернуться NP-Ins,обернуться NP-Ins,Дело обернулось бедой.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Result,subtype Result,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,
,,,543,NP от NP-Gen,NP от NP-Gen,Ключ от двери,,,,,,,,,,,Head + Modifier Construction,Adj; Nominal pattern,Prep,,Salient property,Functionality,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Functionality,,,,,,,,,,
,,,544,NP-Nom отличаться NP-Ins,NP-Nom отличаться NP-Ins,Он отличается большой выносливостью.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Salient property,Property assignment,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Property assignment,,,,,,,,,,
,,,545,NP-Nom относиться к числу NP-Gen,NP-Nom относиться к числу NP-Gen,Он относится к числу скептиков.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Salient property,Belonging to a class,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belonging to a class,,,,,,,,,,
,,,546,VP за NP-Acc,VP за NP-Acc,Они боролись за мир на земле.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Purpose,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,
,,,547,NP-Nom пере-Verb-ся NP-Ins,NP-Nom пере-V-ся NP-Ins,Они перекидываются шутками.,,,,,,,,,,,Predicate Argument Construction,Affix,Prefix; Suffix,,Manner,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,548,NP-Nom пребывать в NP-Loc,NP-Nom пребывать в NP-Loc,Он все это время пребывал в неведении.,,,,,,,,,,,Predicate Argument Construction,Verb,Verb,,Temporary characteristics,Sircumstances,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sircumstances,,,
,,,549,NP-Nom пребывать на/в NP-Loc/у NP-Gen,NP-Nom пребывать на/в NP-Loc/у NP-Gen,Охранник пребывает на посту.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Spatial expression,Location,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location,,,,,,,
,,,550,NP-Nom прийтись-Pst (NP-Dat) впору/в самый раз/как раз/в аккурат,NP-Nom прийтись-Past (NP-Dat) впору/в самый раз/как раз/в аккурат,Сапоги пришлись ему впору.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Measure,Size,Degree of accuracy,Exact,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,Exact,,,,,,,,,Size,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,551,NP-Nom приходиться NP-Dat NP-Ins,NP-Nom приходиться NP-Dat NP-Ins,Этот мальчик приходится мне сыном.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Salient property,Status,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status,,,,,,,,,,
,,,552,NP-Nom пройти/перешагнуть через NP-Acc,NP-Nom пройти/перешагнуть через NP-Acc,Дети прошли через всяческие испытания.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Temporary characteristics,Sircumstances,Result,subtype Result,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,Unspecified,,,,,,,Sircumstances,,,
,,,553,прямо XP,прямо XP,Я прямо удивилась такой реакции.,,,,,,,,,,,Head + Modifier Construction,Adv,,,Degree of intensity,Maximizer,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,Maximizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,554,самый что ни на есть NP,самый что ни на есть NP,Ты самый что ни на есть умный человек!,,,,,,,,,,,Head + Modifier Construction,Adv,,,Assessment,Positive; Negative,Degree of intensity,Booster,,,,,,,NA,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,555,NP-Nom сделаться NP-Ins/Adj-Ins,NP-Nom сделаться NP-Ins/Adj-Ins,Он сделался важным начальником.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Salient property,Status,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status,,,,,,,,,,
,,,556,NP-Nom слыть NP-Ins,NP-Nom слыть NP-Ins,Она слыла отличницей.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Salient property,Status,,,,,,,,,Obsolete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status,,,,,,,,,,
,,,557,"Cl, чтобы Cl","Cl, чтобы Cl","Я сообщил другу номер поезда, чтобы он меня встретил.",,,,,,,,,,,Connection Construction,Conjunction,Conj,,Purpose,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,
,,,558,VP/NP для NP-Gen,VP/NP для NP-Gen,Для удобства зрителей кресла заменили на новые.,,,,,,,,,,,Head + Modifier Construction,Verb pattern,,,Purpose,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,
,,,559,VP VP-Inf,VP VP-Inf,Он лег отдохнуть. Все сели смотреть телевизор.,,,,,,,,,,,Head + Modifier Construction,NA,NA,NA,Purpose,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,
,To be added,,560,так и VP-Ipfv,так и VP-Imp,Кот так и сидит на окне.,B2,"Конструкция выражает продолжительное [действие]Action, которое началось в прошлом. Ожидалось, что это действие должно было уже закончиться, но оно продолжается.",,,"Возможности технологий так и [остаются]Action до сих пор только потенциальными, их освоение идёт медленно.",Многие подростки так и [просидят]Action на диване или у компьютера всю молодость.,"А достоверные факты, увиденные глазами психолога, так и [остались]Action в научных архивах.",,,"VP, Ipfv",Head + Modifier Construction,Adverbial Modifier,Adv,Pron; Conj,Phase of action,Continuative,Degree of intensity,Maximizer,,,,,"Action, Participant",,NA,"так, и",,,[root [nsubj NP-Nom] [advmod так [fixed и]] VP]; [root [nsubj кот [advmod так [fixed и]] сидит],,,,,,,,,,,,,,,,,,Maximizer,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,,,,,
,,,561,таки VP,NP-Nom таки VP,Он таки добился успеха несмотря на все сложности.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Particle,Particle,Mirative,,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
,,,562,NP-Nom терпеть не мочь NP-Acc/VP-Ipfv.Inf,NP-Nom терпеть не мочь NP-Acc/VP-Imp.Inf,Я терпеть не могу соревноваться!,,,,,,,,,,,Predicate Argument Construction,Verb,,,Attitude,Preferences: Negative,Assessment,Negative,,,,,,,Colloquial,,,,,,,,,,Negative,Preferences: Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,563,NP-Nom того стоить,NP-Nom того стоить,Поездка в Африку того стоит.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Assessment,Positive,,,,,,,,,Colloquial,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,564,"NP-Nom только и делать, что Cl","NP-Nom только и делать, что Cl","Он только и делает, что ходит в кино.",,,,,,,,,,,Matrix + Subordinate Clause Construction,Matrix Predicate,,,Pluractionality,Frequentative,Quantification,Exclusive,,,,,,Assertive,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,Frequentative,,,,,,,,,,,,,,,,,,,,
,,,565,NP-Nom умудриться/ухитриться VP-Inf,умудриться/ухитриться VP-Inf,Он умудрился упасть.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Result,subtype Result,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,
,,,566,NP-Nom числиться на/в NP-Loc,NP-Nom числиться на/в NP-Loc,Он числился на службе.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Salient property,Status,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status,,,,,,,,,,
,,,567,NP-Nom числиться Adj-Ins/NP-Ins,NP-Nom числиться Adj-Ins/NP-Ins,Он числился отстающим в классе.,,,,,,,,,,,Predicate Argument Construction,Verb,,,Salient property,Status,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status,,,,,,,,,,
